year,team,wins,losses,ties,win_loss_perc,points,points_opp,points_diff,mov,turnovers,total_yards,pass_yds,rush_yds,penalties,exp_pts_tot
2003,1,14,2,,0.875,348,238,110,6.9,24,5039,3432,1607,111,-136.51
2003,2,10,6,,0.625,311,261,50,3.1,34,4609,2792,1817,103,-177.92
2003,3,6,10,,0.375,243,279,-36,-2.3,34,4348,2684,1664,106,-230.07
2003,4,6,10,,0.375,283,299,-16,-1.0,20,4951,3316,1635,69,-107.89
2003,5,10,6,,0.625,391,281,110,6.9,38,4929,2255,2674,126,-220.5
2003,6,8,8,,0.5,346,384,-38,-2.4,22,5329,3342,1987,107,-78.22
2003,7,6,10,,0.375,300,327,-27,-1.7,28,4792,3304,1488,111,-166.93
2003,8,5,11,,0.313,254,322,-68,-4.3,33,4504,2834,1670,98,-191.88
2003,9,12,4,,0.75,447,336,111,6.9,20,5874,4179,1695,92,-13.96
2003,10,12,4,,0.75,435,324,111,6.9,21,5501,3878,1623,110,-103.79
2003,11,5,11,,0.313,276,331,-55,-3.4,31,5358,3285,2073,108,-132.3
2003,12,5,11,,0.313,255,380,-125,-7.8,27,4306,2655,1651,121,-200.45
2003,13,13,3,,0.813,484,332,152,9.5,18,5910,3981,1929,79,36.78
2003,14,10,6,,0.625,381,301,80,5.0,24,5598,2969,2629,107,-127.67
2003,15,4,12,,0.25,270,379,-109,-6.8,26,4573,2751,1822,134,-190.11
2003,16,4,12,,0.25,313,441,-128,-8.0,31,5167,3021,2146,126,-126.67
2003,17,12,4,,0.75,374,287,87,5.4,22,5035,3020,2015,96,-80.82
2003,18,10,6,,0.625,289,260,29,1.8,29,5161,3162,1999,98,-251.47
2003,19,5,11,,0.313,287,372,-85,-5.3,28,4659,3006,1653,124,-182.25
2003,20,4,12,,0.25,243,387,-144,-9.0,38,4942,3383,1559,127,-225.77
2003,21,10,6,,0.625,442,307,135,8.4,32,5798,3240,2558,88,-49.49
2003,22,9,7,,0.563,416,353,63,3.9,24,6294,3951,2343,127,8.32
2003,23,7,9,,0.438,283,346,-63,-3.9,29,4380,2617,1763,92,-215.02
2003,24,5,11,,0.313,270,379,-109,-6.8,28,4262,2924,1338,107,-212.29
2003,25,11,5,,0.688,325,304,21,1.3,31,5141,3050,2091,116,-149.93
2003,26,8,8,,0.5,340,326,14,0.9,28,5438,3438,2000,103,-109.71
2003,27,7,9,,0.438,301,264,37,2.3,31,5453,3805,1648,117,-214.9
2003,28,5,11,,0.313,299,422,-123,-7.7,31,4357,2408,1949,90,-190.61
2003,29,12,4,,0.75,447,328,119,7.4,39,5457,3961,1496,92,-159.0
2003,30,10,6,,0.625,404,327,77,4.8,29,5627,3618,2009,91,-37.4
2003,31,7,9,,0.438,384,337,47,2.9,25,5687,3408,2279,104,-56.95
2003,32,4,12,,0.25,225,452,-227,-14.2,36,4490,2959,1531,98,-250.75
2004,1,14,2,,0.875,437,260,177,11.1,27,5722,3588,2134,101,22.2
2004,4,10,6,,0.625,333,261,72,4.5,16,5438,3050,2388,91,-51.69
2004,3,9,7,,0.563,395,284,111,6.9,29,4691,2817,1874,121,-194.58
2004,2,4,12,,0.25,275,354,-79,-4.9,42,4404,3065,1339,112,-258.56
2004,7,15,1,,0.938,372,251,121,7.6,21,5184,2720,2464,99,-95.61
2004,5,9,7,,0.563,317,268,49,3.1,23,4375,2312,2063,94,-199.99
2004,6,8,8,,0.5,374,372,2,0.1,32,5140,3301,1839,103,-143.68
2004,8,4,12,,0.25,276,390,-114,-7.1,40,4481,2824,1657,115,-244.59
2004,9,12,4,,0.75,522,351,171,10.7,17,6475,4623,1852,106,113.82
2004,11,9,7,,0.563,261,280,-19,-1.2,22,5009,3159,1850,109,-135.64
2004,12,7,9,,0.438,309,339,-30,-1.9,25,5128,3246,1882,106,-97.09
2004,10,5,11,,0.313,344,439,-95,-5.9,31,5487,3616,1871,110,-108.2
2004,16,12,4,,0.75,446,313,133,8.3,18,5542,3357,2185,108,-7.11
2004,14,10,6,,0.625,381,304,77,4.8,29,6332,3999,2333,93,-58.67
2004,13,7,9,,0.438,483,435,48,3.0,27,6695,4406,2289,117,66.99
2004,15,5,11,,0.313,320,442,-122,-7.6,35,5153,3858,1295,134,-132.26
2004,17,13,3,,0.813,386,260,126,7.9,22,5618,3979,1639,124,-11.51
2004,20,6,10,,0.375,303,347,-44,-2.8,24,4722,2818,1904,118,-211.66
2004,18,6,10,,0.375,293,405,-112,-7.0,37,5197,3428,1769,105,-152.34
2004,19,6,10,,0.375,240,265,-25,-1.6,27,4397,2632,1765,115,-213.72
2004,21,10,6,,0.625,424,380,44,2.8,29,6357,4449,1908,116,10.72
2004,22,8,8,,0.5,405,395,10,0.6,21,6339,4516,1823,117,65.96
2004,24,6,10,,0.375,296,350,-54,-3.4,20,4693,2916,1777,121,-132.39
2004,23,5,11,,0.313,231,331,-100,-6.3,37,3816,2192,1624,124,-332.82
2004,28,11,5,,0.688,340,337,3,0.2,30,5084,2412,2672,109,-108.92
2004,26,8,8,,0.5,348,405,-57,-3.6,26,5193,3587,1606,129,-174.82
2004,25,7,9,,0.438,355,339,16,1.0,26,5225,3643,1582,123,-80.29
2004,27,5,11,,0.313,301,304,-3,-0.2,36,4963,3474,1489,117,-201.99
2004,30,9,7,,0.563,371,373,-2,-0.1,27,5634,3539,2095,79,-65.26
2004,29,8,8,,0.5,319,392,-73,-4.6,39,5877,4253,1624,127,-93.92
2004,32,6,10,,0.375,284,322,-38,-2.4,29,4550,2882,1668,124,-202.74
2004,31,2,14,,0.125,259,452,-193,-12.1,40,4585,3136,1449,103,-234.6
2005,1,10,6,,0.625,379,338,41,2.6,24,5632,4120,1512,110,-89.97
2005,2,9,7,,0.563,318,317,1,0.1,30,5198,3300,1898,132,-163.29
